"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2016-2017","29","Fairfax County","1050","Churchill Road Elementary","794"," ","794"
"2016-2017","29","Fairfax County","260","Clearview Elementary","712"," ","712"
"2016-2017","29","Fairfax County","1870","Clermont Elementary","581"," ","581"
"2016-2017","29","Fairfax County","2347","Coates Elementary","753"," ","753"
"2016-2017","29","Fairfax County","1510","Columbia Elementary","502"," ","502"
"2016-2017","29","Fairfax County","2234","Colvin Run Elementary","799"," ","799"
"2016-2017","29","Fairfax County","1190","Cooper Middle","803"," ","803"
"2016-2017","29","Fairfax County","870","Crestwood Elementary","654"," ","654"
"2016-2017","29","Fairfax County","2020","Crossfield Elementary","699"," ","699"
"2016-2017","29","Fairfax County","1600","Cub Run Elementary","569"," ","569"
"2016-2017","29","Fairfax County","1700","Cunningham Park Elementary","509"," ","509"
"2016-2017","29","Fairfax County","2229","Daniels Run Elementary","778"," ","778"
"2016-2017","29","Fairfax County","2204","Deer Park Elementary","647"," ","647"
"2016-2017","29","Fairfax County","220","Dogwood Elementary","747"," ","747"
"2016-2017","29","Fairfax County","2010","Dranesville Elementary","799"," ","799"
"2016-2017","29","Fairfax County","2238","Dunn Loring E.C. Resource Ctr.","254"," ","254"
"2016-2017","29","Fairfax County","2243","Eagle View Elementary","674"," ","674"
"2016-2017","29","Fairfax County","1270","Edison High","2,070","1","2,071"
"2016-2017","29","Fairfax County","190","Fairfax County Adult High","288"," ","288"
"2016-2017","29","Fairfax County","20","Fairfax High","2,384"," ","2,384"
"2016-2017","29","Fairfax County","1480","Fairfax Villa Elementary","665"," ","665"
"2016-2017","29","Fairfax County","1630","Fairhill Elementary","582"," ","582"
"2016-2017","29","Fairfax County","290","Fairview Elementary","677"," ","677"
"2016-2017","29","Fairfax County","1100","Falls Church High","1,996"," ","1,996"
"2016-2017","29","Fairfax County","730","Flint Hill Elementary","703"," ","703"
"2016-2017","29","Fairfax County","740","Floris Elementary","720"," ","720"
"2016-2017","29","Fairfax County","70","Forest Edge Elementary","663"," ","663"
"2016-2017","29","Fairfax County","1450","Forestdale Elementary","571"," ","571"
"2016-2017","29","Fairfax County","370","Forestville Elementary","559"," ","559"
"2016-2017","29","Fairfax County","2224","Fort Belvoir Elementary","539"," ","539"
"2016-2017","29","Fairfax County","1920","Fort Hunt Elementary","596"," ","596"
"2016-2017","29","Fairfax County","390","Fox Mill Elementary","606"," ","606"
"2016-2017","29","Fairfax County","320","Franconia Elementary","522"," ","522"
"2016-2017","29","Fairfax County","440","Franklin Middle","894"," ","894"
"2016-2017","29","Fairfax County","490","Freedom Hill Elementary","662"," ","662"
"2016-2017","29","Fairfax County","1410","Frost Middle","1,215"," ","1,215"
"2016-2017","29","Fairfax County","630","Garfield Elementary","372"," ","372"
"2016-2017","29","Fairfax County","1170","Glasgow Middle","1,749"," ","1,749"
"2016-2017","29","Fairfax County","970","Glen Forest Elementary","1,046"," ","1,046"
"2016-2017","29","Fairfax County","530","Graham Road Elementary","476"," ","476"
"2016-2017","29","Fairfax County","570","Great Falls Elementary","545"," ","545"
"2016-2017","29","Fairfax County","1840","Greenbriar East Elementary","980"," ","980"
"2016-2017","29","Fairfax County","1500","Greenbriar West Elementary","938"," ","938"
"2016-2017","29","Fairfax County","330","Groveton Elementary","813"," ","813"
"2016-2017","29","Fairfax County","690","Gunston Elementary","519"," ","519"
"2016-2017","29","Fairfax County","2210","Halley Elementary","715"," ","715"
"2016-2017","29","Fairfax County","750","Haycock Elementary","969"," ","969"
"2016-2017","29","Fairfax County","1740","Hayfield Elementary","766"," ","766"
"2016-2017","29","Fairfax County","1800","Hayfield Secondary","2,906","3","2,909"
"2016-2017","29","Fairfax County","1250","Herndon Elementary","873"," ","873"
"2016-2017","29","Fairfax County","32","Herndon High","2,346","2","2,348"
"2016-2017","29","Fairfax County","33","Herndon Middle","1,025"," ","1,025"
"2016-2017","29","Fairfax County","1330","Hollin Meadows Elementary","630"," ","630"
"2016-2017","29","Fairfax County","1521","Holmes Middle","998"," ","998"
"2016-2017","29","Fairfax County","350","Hughes Middle","1,022"," ","1,022"
"2016-2017","29","Fairfax County","1880","Hunt Valley Elementary","707"," ","707"
"2016-2017","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","906"," ","906"
"2016-2017","29","Fairfax County","1980","Hutchison Elementary","1,049"," ","1,049"
"2016-2017","29","Fairfax County","1420","Hybla Valley Elementary","963"," ","963"
"2016-2017","29","Fairfax County","1120","Irving Middle","1,058"," ","1,058"
"2016-2017","29","Fairfax County","2235","Island Creek Elementary","801"," ","801"
"2016-2017","29","Fairfax County","673","Jackson Middle","1,444"," ","1,444"
"2016-2017","29","Fairfax County","1240","Keene Mill Elementary","771"," ","771"
"2016-2017","29","Fairfax County","980","Kent Gardens Elementary","965"," ","965"
"2016-2017","29","Fairfax County","1901","Key Center","95"," ","95"
"2016-2017","29","Fairfax County","1900","Key Middle","809"," ","809"
"2016-2017","29","Fairfax County","1761","Kilmer Center","77"," ","77"
"2016-2017","29","Fairfax County","1760","Kilmer Middle","1,239"," ","1,239"
"2016-2017","29","Fairfax County","1890","Kings Glen Elementary","460"," ","460"
"2016-2017","29","Fairfax County","1440","Kings Park Elementary","691"," ","691"
"2016-2017","29","Fairfax County","1570","Lake Anne Elementary","653"," ","653"
"2016-2017","29","Fairfax County","90","Lake Braddock Secondary","4,279","2","4,281"
"2016-2017","29","Fairfax County","2209","Lane Elementary","829"," ","829"
"2016-2017","29","Fairfax County","1460","Langley High","1,989","3","1,992"
"2016-2017","29","Fairfax County","1110","Lanier Middle","937"," ","937"
"2016-2017","29","Fairfax County","2348","Laurel Hill Elementary","929"," ","929"
"2016-2017","29","Fairfax County","1970","Laurel Ridge Elementary","864"," ","864"
"2016-2017","29","Fairfax County","1020","Lee High","1,816","1","1,817"
"2016-2017","29","Fairfax County","1850","Lees Corner Elementary","770"," ","770"
"2016-2017","29","Fairfax County","770","Lemon Road Elementary","593"," ","593"
"2016-2017","29","Fairfax County","2233","Liberty Middle","1,052"," ","1,052"
"2016-2017","29","Fairfax County","1400","Little Run Elementary","347"," ","347"
"2016-2017","29","Fairfax County","1830","London Towne Elementary","883"," ","883"
"2016-2017","29","Fairfax County","1150","Longfellow Middle","1,347"," ","1,347"
"2016-2017","29","Fairfax County","2236","Lorton Station Elementary","976"," ","976"
"2016-2017","29","Fairfax County","890","Lynbrook Elementary","674"," ","674"
"2016-2017","29","Fairfax County","1060","Madison High","2,203","1","2,204"
"2016-2017","29","Fairfax County","1210","Mantua Elementary","989"," ","989"
"2016-2017","29","Fairfax County","1290","Marshall High","2,173","1","2,174"
"2016-2017","29","Fairfax County","1200","Marshall Road Elementary","780"," ","780"
"2016-2017","29","Fairfax County","2410","Mason Crest Elementary","624"," ","624"
"2016-2017","29","Fairfax County","790","McLean High","2,069"," ","2,069"
"2016-2017","29","Fairfax County","2231","McNair Elementary","1,343"," ","1,343"
"2016-2017","29","Fairfax County","1390","Mosby Woods Elementary","1,035"," ","1,035"
"2016-2017","29","Fairfax County","510","Mount Eagle Elementary","434"," ","434"
"2016-2017","29","Fairfax County","420","Mount Vernon High","2,050"," ","2,050"
"2016-2017","29","Fairfax County","1640","Mount Vernon Woods Elementary","694"," ","694"
"2016-2017","29","Fairfax County","2211","Mountain View Alternative High","233"," ","233"
"2016-2017","29","Fairfax County","800","Navy Elementary","978"," ","978"
"2016-2017","29","Fairfax County","470","Newington Forest Elementary","542"," ","542"
"2016-2017","29","Fairfax County","930","North Springfield Elementary","497"," ","497"
"2016-2017","29","Fairfax County","430","Oak Hill Elementary","843"," ","843"
"2016-2017","29","Fairfax County","1860","Oak View Elementary","819"," ","819"
"2016-2017","29","Fairfax County","140","Oakton Elementary","811"," ","811"
"2016-2017","29","Fairfax County","1710","Oakton High","2,512","1","2,513"
"2016-2017","29","Fairfax County","1650","Olde Creek Elementary","423"," ","423"
"2016-2017","29","Fairfax County","150","Orange Hunt Elementary","867"," ","867"
"2016-2017","29","Fairfax County","1030","Parklawn Elementary","718"," ","718"
"2016-2017","29","Fairfax County","2440","Pimmit E.C. Resouce Ctr.","40"," ","40"
"2016-2017","29","Fairfax County","820","Pine Spring Elementary","586"," ","586"
"2016-2017","29","Fairfax County","1130","Poe Middle","900"," ","900"
"2016-2017","29","Fairfax County","2080","Poplar Tree Elementary","717"," ","717"
"2016-2017","29","Fairfax County","2237","Powell Elementary","962"," ","962"
"2016-2017","29","Fairfax County","2230","Providence Elementary","901"," ","901"
"2016-2017","29","Fairfax County","1310","Ravensworth Elementary","559"," ","559"
"2016-2017","29","Fairfax County","1820","Riverside Elementary","823"," ","823"
"2016-2017","29","Fairfax County","1960","Robinson Secondary","3,938"," ","3,938"
"2016-2017","29","Fairfax County","2251","Rocky Run E.C. Resource Ctr.","211"," ","211"
"2016-2017","29","Fairfax County","300","Rocky Run Middle","1,258"," ","1,258"
"2016-2017","29","Fairfax County","1770","Rolling Valley Elementary","575"," ","575"
"2016-2017","29","Fairfax County","950","Rose Hill Elementary","739"," ","739"
"2016-2017","29","Fairfax County","1300","Sandburg Middle","1,424"," ","1,424"
"2016-2017","29","Fairfax County","2030","Sangster Elementary","968"," ","968"
"2016-2017","29","Fairfax County","2040","Saratoga Elementary","712"," ","712"
"2016-2017","29","Fairfax County","80","Sherman Elementary","411"," ","411"
"2016-2017","29","Fairfax County","1660","Shrevewood Elementary","740"," ","740"
"2016-2017","29","Fairfax County","1680","Silverbrook Elementary","813"," ","813"
"2016-2017","29","Fairfax County","710","Sleepy Hollow Elementary","460"," ","460"
"2016-2017","29","Fairfax County","2241","South County High","2,255","1","2,256"
"2016-2017","29","Fairfax County","2420","South County Middle","1,062"," ","1,062"
"2016-2017","29","Fairfax County","1990","South Lakes High","2,523","1","2,524"
"2016-2017","29","Fairfax County","1620","Spring Hill Elementary","995"," ","995"
"2016-2017","29","Fairfax County","960","Springfield Estates Elementary","812"," ","812"
"2016-2017","29","Fairfax County","1380","Stenwood Elementary","556"," ","556"
"2016-2017","29","Fairfax County","2070","Stone Middle","783"," ","783"
"2016-2017","29","Fairfax County","1350","Stratford Landing Elementary","823"," ","823"
"2016-2017","29","Fairfax County","1070","Stuart High","2,134","1","2,135"
"2016-2017","29","Fairfax County","280","Sunrise Valley Elementary","585"," ","585"
"2016-2017","29","Fairfax County","170","Terra Centre Elementary","599"," ","599"
"2016-2017","29","Fairfax County","250","Terraset Elementary","566"," ","566"
"2016-2017","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","1,789"," ","1,789"
"2016-2017","29","Fairfax County","1140","Thoreau Middle","904"," ","904"
"2016-2017","29","Fairfax County","830","Timber Lane Elementary","567"," ","567"
"2016-2017","29","Fairfax County","1160","Twain Middle","985"," ","985"
"2016-2017","29","Fairfax County","1540","Union Mill Elementary","966"," ","966"
"2016-2017","29","Fairfax County","120","Vienna Elementary","475"," ","475"
"2016-2017","29","Fairfax County","2252","Virginia Hills E.C. Resource Ctr.","237"," ","237"
"2016-2017","29","Fairfax County","2050","Virginia Run Elementary","680"," ","680"
"2016-2017","29","Fairfax County","850","Wakefield Forest Elementary","594"," ","594"
"2016-2017","29","Fairfax County","2100","Waples Mill Elementary","903"," ","903"
"2016-2017","29","Fairfax County","1320","Washington Mill Elementary","595"," ","595"
"2016-2017","29","Fairfax County","1080","Waynewood Elementary","790"," ","790"
"2016-2017","29","Fairfax County","900","West Potomac High","2,646"," ","2,646"
"2016-2017","29","Fairfax County","1430","West Springfield Elementary","528"," ","528"
"2016-2017","29","Fairfax County","1610","West Springfield High","2,237","4","2,241"
"2016-2017","29","Fairfax County","1580","Westbriar Elementary","831"," ","831"
"2016-2017","29","Fairfax County","2228","Westfield High","2,615","3","2,618"
"2016-2017","29","Fairfax County","1670","Westgate Elementary","552"," ","552"
"2016-2017","29","Fairfax County","580","Westlawn Elementary","836"," ","836"
"2016-2017","29","Fairfax County","520","Weyanoke Elementary","566"," ","566"
"2016-2017","29","Fairfax County","400","White Oaks Elementary","867"," ","867"
"2016-2017","29","Fairfax County","1550","Whitman Middle","975"," ","975"
"2016-2017","29","Fairfax County","2060","Willow Springs Elementary","967"," ","967"
"2016-2017","29","Fairfax County","1810","Wolftrap Elementary","578"," ","578"
"2016-2017","29","Fairfax County","650","Woodburn Elementary","487"," ","487"
"2016-2017","29","Fairfax County","380","Woodlawn Elementary","583"," ","583"
"2016-2017","29","Fairfax County","590","Woodley Hills Elementary","634"," ","634"
"2016-2017","29","Fairfax County","1260","Woodson High","2,435","1","2,436"
"2016-2017","29","Fairfax County"," "," ","1,646"," ","1,646"
"2016-2017","109","Falls Church City","251","George Mason High","808","1","809"
"2016-2017","109","Falls Church City","270","Jessie Thackrey  Preschool","71"," ","71"
"2016-2017","109","Falls Church City","252","Mary Ellen Henderson Middle","587"," ","587"
"2016-2017","109","Falls Church City","240","Mount Daniel","382","1","383"
"2016-2017","109","Falls Church City","260","Thomas Jefferson Elementary","822"," ","822"
